adjective,category,created_at,id,modifier,name,price
matte,tool,7/22/2013 4:54,1278,refill,matte tool refill,25
organic,apparatus,9/22/2013 3:33,771,charger,organic apparatus charger,90
reflective,dongle,4/3/2013 16:11,581,how-to-manual,reflective dongle how-to-manual,0
glossy,apparatus,11/12/2013 7:08,1097,wrapper,glossy apparatus wrapper,144
rechargable,instrument,4/16/2013 6:31,3901,refill,rechargable instrument refill,45.76
digital,widget,9/26/2013 10:45,3022,refill,digital widget refill,2.64
glossy,widget,3/6/2013 21:57,366,,glossy widget,3.6
extra-strength,device,4/30/2013 13:49,2243,,extra-strength device,100
organic,apparatus,3/4/2013 4:28,69,how-to-manual,organic apparatus how-to-manual,0
matte,tool,10/21/2013 16:55,2714,cleaner,matte tool cleaner,18.75
glossy,gadget,9/22/2013 12:21,3831,storage_unit,glossy gadget storage_unit,267
,device,3/29/2013 14:53,360,refill,device refill,40
prize-winning,contraption,5/10/2013 16:09,932,wrapper,prize-winning contraption wrapper,110
organic,gadget,1/5/2014 7:59,1361,,organic gadget,133.5
industrial-strength,gadget,1/24/2014 12:43,1185,opener,industrial-strength gadget opener,133.5
rechargable,apparatus,8/19/2013 2:06,2720,,rechargable apparatus,390
fuzzy,device,8/7/2013 21:45,473,cleaner,fuzzy device cleaner,30
fuzzy,mechanism,5/27/2013 18:21,563,how-to-manual,fuzzy mechanism how-to-manual,0
reflective,widget,9/18/2013 15:29,2250,warmer,reflective widget warmer,4.29
analog,device,2/22/2014 9:57,170,,analog device,45
industrial-strength,mechanism,5/3/2013 8:07,3235,carrying_case,industrial-strength mechanism carrying_case,27
fuzzy,instrument,5/2/2013 12:34,417,,fuzzy instrument,44
,tool,2/20/2014 0:43,3826,,tool,25
digital,instrument,3/2/2013 12:32,1424,how-to-manual,digital instrument how-to-manual,0
fuzzy,contraption,11/16/2013 15:45,19,refill,fuzzy contraption refill,200
reflective,gadget,4/10/2013 4:55,3407,,reflective gadget,115.7
digital,gadget,12/5/2013 0:21,268,,digital gadget,97.9
extra-strength,instrument,5/24/2013 16:56,2133,how-to-manual,extra-strength instrument how-to-manual,0
,dongle,12/11/2013 22:34,2556,,dongle,30
industrial-strength,module,1/4/2014 18:33,994,,industrial-strength module,300
,widget,3/8/2013 20:07,888,,widget,3
miniature,device,11/18/2013 12:10,2132,,miniature device,27.5
,device,10/26/2013 4:11,1700,wrapper,device wrapper,20
,apparatus,3/19/2013 21:29,2069,opener,apparatus opener,150
rechargable,dongle,9/14/2013 10:12,3193,refill,rechargable dongle refill,31.2
reflective,module,1/17/2014 20:06,631,cleaner,reflective module cleaner,78
organic,widget,6/13/2013 11:23,341,wrapper,organic widget wrapper,1.8
matte,widget,3/12/2013 18:26,3077,opener,matte widget opener,1.875
industrial-strength,module,10/6/2013 2:09,260,refill,industrial-strength module refill,240
glossy,device,3/1/2013 19:15,928,charger,glossy device charger,12
organic,module,5/4/2013 22:59,3653,carrying_case,organic module carrying_case,90
industrial-strength,instrument,3/26/2013 12:20,1634,,industrial-strength instrument,132
fuzzy,instrument,6/12/2013 23:36,2426,opener,fuzzy instrument opener,22
aerodynamic,dongle,4/30/2013 7:17,1412,storage_unit,aerodynamic dongle storage_unit,105
organic,instrument,10/19/2013 12:56,3459,,organic instrument,66
digital,gadget,1/23/2014 12:33,1734,storage_unit,digital gadget storage_unit,244.75
rechargable,instrument,3/24/2013 6:01,3681,,rechargable instrument,57.2
fuzzy,device,6/29/2013 22:43,1373,charger,fuzzy device charger,10
organic,gadget,2/13/2014 20:09,3373,,organic gadget,133.5
miniature,instrument,4/1/2013 12:36,483,warmer,miniature instrument warmer,26.62
reflective,mechanism,4/29/2013 7:38,1817,storage_unit,reflective mechanism storage_unit,48.75
extra-strength,dongle,12/29/2013 18:14,3662,,extra-strength dongle,60
fuzzy,mechanism,11/3/2013 8:18,2331,opener,fuzzy mechanism opener,7.5
analog,contraption,10/7/2013 5:44,1807,how-to-manual,analog contraption how-to-manual,0
extra-strength,contraption,2/24/2013 22:31,1993,,extra-strength contraption,500
digital,dongle,3/30/2013 5:31,2179,,digital dongle,33
,instrument,5/30/2013 4:57,293,storage_unit,instrument storage_unit,110
fuzzy,instrument,1/24/2014 14:50,3436,refill,fuzzy instrument refill,35.2
organic,tool,10/5/2013 3:19,2269,,organic tool,37.5
,contraption,4/22/2013 15:25,3247,,contraption,250
,contraption,9/29/2013 3:31,880,warmer,contraption warmer,275
,module,1/10/2014 0:21,3692,storage_unit,module storage_unit,250
,dongle,6/20/2013 18:31,1945,,dongle,30
glossy,device,4/23/2013 11:04,1697,,glossy device,60
organic,contraption,12/20/2013 18:57,1834,,organic contraption,375
prize-winning,contraption,8/8/2013 4:01,3761,storage_unit,prize-winning contraption storage_unit,687.5
extra-strength,device,8/15/2013 20:54,3421,cleaner,extra-strength device cleaner,60
digital,gadget,1/29/2014 23:13,2835,opener,digital gadget opener,48.95
industrial-strength,device,12/29/2013 17:34,488,,industrial-strength device,150
prize-winning,tool,8/31/2013 13:24,1871,,prize-winning tool,27.5
organic,widget,3/15/2013 3:58,2390,refill,organic widget refill,3.6
miniature,device,3/13/2013 4:45,1977,wrapper,miniature device wrapper,11
aerodynamic,gadget,4/5/2013 0:46,1548,,aerodynamic gadget,124.6
,widget,10/12/2013 6:57,1880,,widget,3
organic,apparatus,12/21/2013 19:11,905,charger,organic apparatus charger,90
miniature,widget,10/29/2013 22:28,3385,refill,miniature widget refill,1.32
reflective,widget,12/18/2013 13:57,2286,wrapper,reflective widget wrapper,1.56
fuzzy,contraption,8/31/2013 9:40,1100,charger,fuzzy contraption charger,50
prize-winning,module,5/15/2013 1:26,1647,,prize-winning module,110
aerodynamic,apparatus,5/4/2013 10:44,3581,how-to-manual,aerodynamic apparatus how-to-manual,0
miniature,apparatus,9/2/2013 10:22,41,opener,miniature apparatus opener,82.5
reflective,widget,6/28/2013 16:57,2237,refill,reflective widget refill,3.12
matte,contraption,6/7/2013 22:23,3740,opener,matte contraption opener,156.25
rechargable,apparatus,3/21/2013 18:52,2137,,rechargable apparatus,390
reflective,dongle,12/22/2013 6:16,2182,,reflective dongle,39
digital,tool,3/18/2013 17:08,1014,how-to-manual,digital tool how-to-manual,0
miniature,mechanism,3/23/2013 1:09,635,refill,miniature mechanism refill,6.6
aerodynamic,dongle,3/22/2013 3:32,754,how-to-manual,aerodynamic dongle how-to-manual,0
matte,instrument,1/5/2014 5:15,569,,matte instrument,55
prize-winning,contraption,2/10/2014 14:13,2828,,prize-winning contraption,275
matte,dongle,8/3/2013 7:44,860,,matte dongle,37.5
analog,device,3/24/2013 4:18,132,refill,analog device refill,36
rechargable,instrument,2/13/2014 19:47,2193,,rechargable instrument,57.2
analog,instrument,12/2/2013 7:26,656,carrying_case,analog instrument carrying_case,23.76
miniature,dongle,1/31/2014 9:28,1725,opener,miniature dongle opener,8.25
prize-winning,widget,11/14/2013 6:46,1150,cleaner,prize-winning widget cleaner,1.98
aerodynamic,gadget,2/3/2014 4:08,512,refill,aerodynamic gadget refill,99.68
analog,contraption,11/12/2013 9:02,561,storage_unit,analog contraption storage_unit,562.5
fuzzy,apparatus,12/20/2013 23:21,1105,refill,fuzzy apparatus refill,240
organic,instrument,12/31/2013 2:28,2565,charger,organic instrument charger,13.2
,contraption,12/10/2013 22:01,2068,wrapper,contraption wrapper,100
glossy,apparatus,5/11/2013 22:05,844,storage_unit,glossy apparatus storage_unit,900
matte,instrument,8/25/2013 21:54,3019,carrying_case,matte instrument carrying_case,33
miniature,mechanism,7/9/2013 0:26,3542,,miniature mechanism,8.25
,apparatus,4/24/2013 23:36,3071,storage_unit,apparatus storage_unit,750
industrial-strength,contraption,2/3/2014 22:57,2469,charger,industrial-strength contraption charger,150
matte,tool,1/1/2014 15:49,2345,carrying_case,matte tool carrying_case,18.75
analog,tool,1/10/2014 9:54,1297,,analog tool,22.5
reflective,mechanism,3/20/2013 4:00,2387,how-to-manual,reflective mechanism how-to-manual,0
organic,dongle,4/26/2013 13:17,1261,wrapper,organic dongle wrapper,18
reflective,mechanism,7/6/2013 11:32,2898,opener,reflective mechanism opener,9.75
fuzzy,device,5/6/2013 7:13,3226,carrying_case,fuzzy device carrying_case,30
organic,instrument,4/16/2013 17:20,1499,opener,organic instrument opener,33
digital,dongle,10/23/2013 5:38,2992,refill,digital dongle refill,26.4
extra-strength,instrument,6/11/2013 1:58,1228,,extra-strength instrument,88
analog,module,11/1/2013 22:29,3616,,analog module,90
industrial-strength,widget,2/25/2014 7:04,3857,wrapper,industrial-strength widget wrapper,3.6
glossy,gadget,10/28/2013 3:46,2665,,glossy gadget,106.8
aerodynamic,mechanism,10/6/2013 15:06,599,wrapper,aerodynamic mechanism wrapper,8.4
industrial-strength,instrument,12/10/2013 10:35,2541,cleaner,industrial-strength instrument cleaner,79.2
rechargable,instrument,12/9/2013 17:51,1416,,rechargable instrument,57.2
organic,dongle,6/5/2013 10:39,3264,wrapper,organic dongle wrapper,18
aerodynamic,gadget,4/8/2013 13:21,3680,how-to-manual,aerodynamic gadget how-to-manual,0
analog,apparatus,6/26/2013 3:39,1543,storage_unit,analog apparatus storage_unit,675
analog,contraption,7/20/2013 13:32,1506,warmer,analog contraption warmer,247.5
aerodynamic,tool,7/31/2013 13:06,2064,carrying_case,aerodynamic tool carrying_case,21
rechargable,module,7/19/2013 21:09,95,wrapper,rechargable module wrapper,52
,tool,4/11/2013 15:34,1923,charger,tool charger,5
,tool,2/26/2013 21:27,3350,refill,tool refill,20
,gadget,10/19/2013 17:37,1721,,gadget,89
extra-strength,instrument,10/25/2013 23:21,2900,,extra-strength instrument,88
industrial-strength,module,8/1/2013 14:20,2955,wrapper,industrial-strength module wrapper,120
,dongle,10/1/2013 7:21,3203,carrying_case,dongle carrying_case,18
aerodynamic,widget,5/26/2013 2:16,3456,carrying_case,aerodynamic widget carrying_case,2.52
analog,gadget,7/16/2013 11:39,2985,carrying_case,analog gadget carrying_case,48.06
analog,device,11/7/2013 19:57,623,,analog device,45
matte,contraption,1/4/2014 21:24,2256,storage_unit,matte contraption storage_unit,781.25
glossy,mechanism,8/1/2013 6:04,3006,opener,glossy mechanism opener,9
rechargable,instrument,1/29/2014 8:25,3255,storage_unit,rechargable instrument storage_unit,143
digital,instrument,6/13/2013 22:59,2474,storage_unit,digital instrument storage_unit,121
digital,widget,10/2/2013 0:57,2378,,digital widget,3.3
industrial-strength,instrument,6/26/2013 16:43,1778,,industrial-strength instrument,132
,dongle,7/22/2013 21:43,2960,wrapper,dongle wrapper,12
prize-winning,dongle,11/4/2013 22:30,2257,,prize-winning dongle,33
rechargable,instrument,11/8/2013 22:33,3095,,rechargable instrument,57.2
glossy,instrument,1/31/2014 9:10,199,opener,glossy instrument opener,26.4
analog,mechanism,11/6/2013 11:32,353,warmer,analog mechanism warmer,14.85
matte,mechanism,1/23/2014 9:38,178,carrying_case,matte mechanism carrying_case,11.25
analog,widget,1/2/2014 1:37,3205,charger,analog widget charger,0.54
miniature,mechanism,5/3/2013 2:44,1413,charger,miniature mechanism charger,1.65
organic,gadget,11/4/2013 7:23,2892,,organic gadget,133.5
industrial-strength,device,2/12/2014 14:35,3034,carrying_case,industrial-strength device carrying_case,90
industrial-strength,tool,12/21/2013 23:51,1989,opener,industrial-strength tool opener,37.5
,module,6/11/2013 21:51,3570,refill,module refill,80
industrial-strength,contraption,4/12/2013 14:53,2420,,industrial-strength contraption,750
matte,widget,8/8/2013 21:38,2840,refill,matte widget refill,3
industrial-strength,device,5/11/2013 13:29,3176,,industrial-strength device,150
industrial-strength,module,12/16/2013 10:22,858,,industrial-strength module,300
aerodynamic,instrument,10/26/2013 13:06,389,opener,aerodynamic instrument opener,30.8
,widget,5/12/2013 1:48,1390,warmer,widget warmer,3.3
miniature,module,7/20/2013 14:58,398,,miniature module,55
rechargable,instrument,4/21/2013 7:05,314,carrying_case,rechargable instrument carrying_case,34.32
organic,tool,2/22/2014 4:07,681,,organic tool,37.5
prize-winning,tool,12/6/2013 10:18,2263,cleaner,prize-winning tool cleaner,16.5
,device,11/20/2013 7:35,1262,,device,50
,apparatus,5/1/2013 22:33,3509,how-to-manual,apparatus how-to-manual,0
,apparatus,6/25/2013 8:05,1369,,apparatus,300
miniature,widget,12/6/2013 20:33,694,,miniature widget,1.65
glossy,module,1/28/2014 3:12,3191,how-to-manual,glossy module how-to-manual,0
prize-winning,gadget,4/11/2013 1:45,312,opener,prize-winning gadget opener,48.95
extra-strength,device,1/18/2014 14:13,501,carrying_case,extra-strength device carrying_case,60
industrial-strength,device,9/2/2013 19:21,1574,storage_unit,industrial-strength device storage_unit,375
glossy,gadget,10/22/2013 4:16,1431,,glossy gadget,106.8
prize-winning,widget,10/9/2013 20:47,3200,refill,prize-winning widget refill,2.64
,dongle,5/9/2013 6:16,591,,dongle,30
,tool,2/7/2014 4:22,3277,,tool,25
prize-winning,gadget,12/13/2013 17:59,2401,,prize-winning gadget,97.9
extra-strength,tool,9/17/2013 4:59,3500,cleaner,extra-strength tool cleaner,30
matte,widget,7/17/2013 3:15,2157,,matte widget,3.75
,device,2/25/2013 15:00,383,wrapper,device wrapper,20
industrial-strength,mechanism,1/27/2014 15:49,766,wrapper,industrial-strength mechanism wrapper,18
reflective,instrument,7/17/2013 10:39,2830,storage_unit,reflective instrument storage_unit,143
,apparatus,12/28/2013 5:01,746,storage_unit,apparatus storage_unit,750
aerodynamic,instrument,5/10/2013 23:49,3960,charger,aerodynamic instrument charger,12.32
reflective,instrument,11/13/2013 9:32,2298,charger,reflective instrument charger,11.44
aerodynamic,mechanism,10/10/2013 7:34,150,charger,aerodynamic mechanism charger,4.2
glossy,module,5/31/2013 17:18,3725,opener,glossy module opener,60
,tool,11/8/2013 22:47,1560,,tool,25
organic,widget,8/3/2013 22:31,1254,,organic widget,4.5
,tool,7/18/2013 7:54,1397,,tool,25
,gadget,5/14/2013 9:20,1296,cleaner,gadget cleaner,53.4
aerodynamic,device,7/20/2013 4:31,1149,opener,aerodynamic device opener,35
reflective,mechanism,1/7/2014 1:53,3730,carrying_case,reflective mechanism carrying_case,11.7
analog,contraption,7/6/2013 3:25,2674,warmer,analog contraption warmer,247.5
organic,apparatus,8/1/2013 22:00,730,carrying_case,organic apparatus carrying_case,270
matte,contraption,7/1/2013 4:58,2018,,matte contraption,312.5
aerodynamic,dongle,6/25/2013 18:14,1918,,aerodynamic dongle,42
rechargable,instrument,6/10/2013 18:33,31,opener,rechargable instrument opener,28.6
industrial-strength,module,11/19/2013 16:35,1279,how-to-manual,industrial-strength module how-to-manual,0
matte,instrument,10/13/2013 14:05,435,wrapper,matte instrument wrapper,22
aerodynamic,dongle,2/22/2013 14:29,3641,,aerodynamic dongle,42
fuzzy,tool,2/20/2014 5:59,3402,,fuzzy tool,25
fuzzy,apparatus,11/25/2013 7:22,2577,,fuzzy apparatus,300
extra-strength,device,4/25/2013 3:56,2763,cleaner,extra-strength device cleaner,60
prize-winning,device,6/28/2013 10:52,3601,wrapper,prize-winning device wrapper,22
analog,gadget,8/10/2013 20:36,492,,analog gadget,80.1
extra-strength,widget,1/9/2014 3:20,2647,,extra-strength widget,6
glossy,apparatus,8/22/2013 7:18,3768,,glossy apparatus,360
aerodynamic,device,11/6/2013 4:13,2444,cleaner,aerodynamic device cleaner,42
digital,widget,8/4/2013 0:15,3690,warmer,digital widget warmer,3.63
miniature,widget,3/28/2013 6:55,1047,warmer,miniature widget warmer,1.815
glossy,gadget,9/7/2013 15:13,2116,storage_unit,glossy gadget storage_unit,267
rechargable,gadget,2/28/2013 19:30,87,how-to-manual,rechargable gadget how-to-manual,0
miniature,device,11/30/2013 12:43,3406,,miniature device,27.5
extra-strength,gadget,4/14/2013 20:30,2723,warmer,extra-strength gadget warmer,195.8
digital,widget,5/18/2013 16:05,3763,charger,digital widget charger,0.66
rechargable,device,8/6/2013 5:46,3822,warmer,rechargable device warmer,71.5
prize-winning,widget,12/21/2013 9:07,3958,,prize-winning widget,3.3
organic,dongle,7/2/2013 16:02,1260,,organic dongle,45
prize-winning,widget,9/18/2013 22:51,1223,how-to-manual,prize-winning widget how-to-manual,0
matte,device,8/8/2013 13:59,3525,,matte device,62.5
digital,module,11/25/2013 17:42,2291,storage_unit,digital module storage_unit,275
,dongle,4/15/2013 20:38,1619,storage_unit,dongle storage_unit,75
extra-strength,instrument,1/28/2014 19:26,1819,how-to-manual,extra-strength instrument how-to-manual,0
matte,tool,11/9/2013 19:11,2385,,matte tool,31.25
miniature,apparatus,8/23/2013 11:36,3198,charger,miniature apparatus charger,33
industrial-strength,contraption,5/14/2013 19:40,457,,industrial-strength contraption,750
rechargable,dongle,10/15/2013 23:37,1598,,rechargable dongle,39
matte,mechanism,8/1/2013 5:40,201,warmer,matte mechanism warmer,20.625
,instrument,1/18/2014 10:47,1343,opener,instrument opener,22
reflective,gadget,1/2/2014 23:19,1593,cleaner,reflective gadget cleaner,69.42
digital,apparatus,3/17/2013 6:16,3981,cleaner,digital apparatus cleaner,198
miniature,device,12/18/2013 3:48,3744,,miniature device,27.5
industrial-strength,widget,8/21/2013 12:47,2289,,industrial-strength widget,9
digital,contraption,5/15/2013 10:28,2876,warmer,digital contraption warmer,302.5
analog,mechanism,9/22/2013 21:08,3745,storage_unit,analog mechanism storage_unit,33.75
rechargable,tool,9/5/2013 14:18,2583,,rechargable tool,32.5
extra-strength,dongle,7/26/2013 18:22,590,warmer,extra-strength dongle warmer,66
fuzzy,contraption,11/27/2013 21:19,1310,wrapper,fuzzy contraption wrapper,100
fuzzy,module,3/3/2013 18:03,12,opener,fuzzy module opener,50
fuzzy,device,10/21/2013 1:09,3265,wrapper,fuzzy device wrapper,20
extra-strength,tool,8/30/2013 4:14,2468,,extra-strength tool,50
digital,module,1/26/2014 12:00,1726,,digital module,110
digital,gadget,12/10/2013 23:31,624,opener,digital gadget opener,48.95
analog,contraption,9/24/2013 10:51,3003,,analog contraption,225
organic,module,10/1/2013 7:00,1259,warmer,organic module warmer,165
organic,module,9/8/2013 4:01,2308,,organic module,150
organic,instrument,6/21/2013 9:54,3337,refill,organic instrument refill,52.8
glossy,device,3/3/2013 3:46,1401,wrapper,glossy device wrapper,24
organic,widget,10/5/2013 7:49,2675,,organic widget,4.5
organic,mechanism,5/19/2013 16:16,1235,,organic mechanism,22.5
matte,instrument,1/30/2014 6:36,3417,,matte instrument,55
industrial-strength,dongle,3/3/2013 0:02,1661,carrying_case,industrial-strength dongle carrying_case,54
,dongle,10/2/2013 16:16,3947,cleaner,dongle cleaner,18
industrial-strength,module,5/9/2013 23:24,2602,carrying_case,industrial-strength module carrying_case,180
matte,instrument,9/22/2013 1:25,1206,wrapper,matte instrument wrapper,22
organic,mechanism,6/3/2013 1:32,1052,how-to-manual,organic mechanism how-to-manual,0
digital,module,11/3/2013 12:45,3693,,digital module,110
rechargable,gadget,4/29/2013 6:01,3667,,rechargable gadget,115.7
,contraption,2/13/2014 11:12,2750,,contraption,250
matte,module,6/5/2013 8:38,514,cleaner,matte module cleaner,75
analog,gadget,4/14/2013 4:19,699,opener,analog gadget opener,40.05
organic,dongle,4/21/2013 6:48,886,how-to-manual,organic dongle how-to-manual,0
rechargable,contraption,4/8/2013 12:18,367,,rechargable contraption,325
analog,apparatus,4/23/2013 2:33,2542,warmer,analog apparatus warmer,297
organic,mechanism,5/26/2013 14:46,3738,,organic mechanism,22.5
matte,gadget,6/21/2013 3:22,2084,storage_unit,matte gadget storage_unit,278.125
reflective,instrument,6/21/2013 23:33,1378,,reflective instrument,57.2
glossy,tool,9/25/2013 3:48,676,cleaner,glossy tool cleaner,18
miniature,device,12/20/2013 1:32,748,,miniature device,27.5
glossy,module,9/5/2013 6:12,1576,wrapper,glossy module wrapper,48
aerodynamic,instrument,8/14/2013 14:49,603,carrying_case,aerodynamic instrument carrying_case,36.96
rechargable,contraption,6/23/2013 1:47,3376,,rechargable contraption,325
rechargable,device,12/27/2013 9:27,2141,storage_unit,rechargable device storage_unit,162.5
extra-strength,contraption,7/23/2013 14:36,2361,carrying_case,extra-strength contraption carrying_case,300
industrial-strength,apparatus,1/28/2014 7:30,1905,charger,industrial-strength apparatus charger,180
matte,gadget,12/6/2013 16:23,2202,,matte gadget,111.25
,dongle,5/6/2013 4:04,751,carrying_case,dongle carrying_case,18
organic,device,12/21/2013 5:34,2563,opener,organic device opener,37.5
matte,dongle,8/17/2013 4:37,344,how-to-manual,matte dongle how-to-manual,0
aerodynamic,mechanism,3/16/2013 23:07,3504,,aerodynamic mechanism,21
miniature,device,4/28/2013 16:02,2753,charger,miniature device charger,5.5
aerodynamic,tool,10/31/2013 8:00,3501,carrying_case,aerodynamic tool carrying_case,21
rechargable,mechanism,12/16/2013 7:20,3353,cleaner,rechargable mechanism cleaner,11.7
extra-strength,instrument,9/12/2013 9:25,274,carrying_case,extra-strength instrument carrying_case,52.8
reflective,instrument,6/27/2013 13:54,2441,,reflective instrument,57.2
miniature,gadget,2/19/2014 21:14,1272,refill,miniature gadget refill,39.16
rechargable,gadget,10/18/2013 4:12,1232,,rechargable gadget,115.7
aerodynamic,mechanism,11/21/2013 20:31,481,,aerodynamic mechanism,21
analog,mechanism,4/28/2013 9:10,1121,,analog mechanism,13.5
,widget,10/6/2013 16:08,597,opener,widget opener,1.5
analog,gadget,12/11/2013 5:09,2476,warmer,analog gadget warmer,88.11
reflective,widget,8/31/2013 17:11,1459,wrapper,reflective widget wrapper,1.56
extra-strength,module,6/12/2013 4:40,1688,warmer,extra-strength module warmer,220
aerodynamic,gadget,1/7/2014 8:41,184,storage_unit,aerodynamic gadget storage_unit,311.5
prize-winning,instrument,5/16/2013 5:44,602,,prize-winning instrument,48.4
reflective,contraption,11/5/2013 0:48,2337,,reflective contraption,325
,mechanism,4/15/2013 17:12,345,,mechanism,15
miniature,instrument,1/30/2014 8:10,3155,carrying_case,miniature instrument carrying_case,14.52
fuzzy,module,12/17/2013 3:45,213,refill,fuzzy module refill,80
matte,widget,8/3/2013 15:26,3895,opener,matte widget opener,1.875
digital,device,9/4/2013 11:50,3064,storage_unit,digital device storage_unit,137.5
miniature,mechanism,4/19/2013 20:16,2245,storage_unit,miniature mechanism storage_unit,20.625
prize-winning,widget,8/5/2013 9:55,716,opener,prize-winning widget opener,1.65
analog,device,3/22/2013 23:25,3869,,analog device,45
fuzzy,tool,3/19/2013 9:09,3505,carrying_case,fuzzy tool carrying_case,15
industrial-strength,widget,7/11/2013 18:45,3997,wrapper,industrial-strength widget wrapper,3.6
glossy,tool,4/15/2013 21:18,464,charger,glossy tool charger,6
fuzzy,module,11/24/2013 4:57,336,,fuzzy module,100
rechargable,tool,8/30/2013 4:26,1188,charger,rechargable tool charger,6.5
rechargable,contraption,2/24/2013 6:07,232,,rechargable contraption,325
fuzzy,instrument,8/25/2013 22:41,2466,,fuzzy instrument,44
extra-strength,device,10/23/2013 4:44,1460,,extra-strength device,100
fuzzy,module,10/21/2013 8:25,1395,storage_unit,fuzzy module storage_unit,250
digital,gadget,11/1/2013 15:51,2926,,digital gadget,97.9
analog,device,5/15/2013 14:16,450,wrapper,analog device wrapper,18
prize-winning,apparatus,8/13/2013 4:14,3952,charger,prize-winning apparatus charger,66
fuzzy,dongle,1/16/2014 0:58,432,wrapper,fuzzy dongle wrapper,12
industrial-strength,dongle,12/18/2013 21:37,1393,refill,industrial-strength dongle refill,72
miniature,device,11/27/2013 14:14,425,,miniature device,27.5
,widget,10/10/2013 21:13,325,how-to-manual,widget how-to-manual,0
